Id,Name,Surname,City,OfficialEmail,Birthday,SSN
901678,Ernesta,Fiorentino,Sant'Ulderico Di Tretto,s901678@students.politu.it,1997-11-16,DL47344274
901679,Fabiola,Lorenzo,Surdo,s901679@students.politu.it,1997-11-17,IA71975824
901680,Gregorio,Piccio,Ronco Biellese,s901680@students.politu.it,1997-11-19,VD15696300
901681,Tarquinia,Romani,Roma,s901681@students.politu.it,1997-11-19,IU96288585
901682,Orestilla,Capon,Chiuppano,s901682@students.politu.it,1997-11-20,CI46990269
901683,Fiamma,Milani,Cortenedolo,s901683@students.politu.it,1997-11-20,QS67917700
901684,Antonella,Mazzi,Modugno,s901684@students.politu.it,1997-11-22,YF6129528
901685,Nora,Lo Duca,Arzana,s901685@students.politu.it,1997-11-24,UD69377605
901686,Chiara,Pugliesi,Roncanova,s901686@students.politu.it,1997-11-24,JD66944220
901687,Vinicio,Rizzo,Ripe Civitella Del Tronto,s901687@students.politu.it,1997-11-27,OG75424016
901688,Fantino,Calabresi,Barbara,s901688@students.politu.it,1997-11-30,ZU92217452
901689,Berenice,Pisani,Laerru,s901689@students.politu.it,1997-12-01,QE32763665
901690,Demetria,Capon,Colombaro Di Formigine,s901690@students.politu.it,1997-12-02,SZ94091504
901691,Angelica,Manfrin,Moraro,s901691@students.politu.it,1997-12-02,JR78430172
901692,Filiberta,Lombardi,Anghebeni Di Vallarsa,s901692@students.politu.it,1997-12-03,BM57920014
901693,Cesarina,Sabbatini,Collodi,s901693@students.politu.it,1997-12-03,KW23780426
901694,Delfino,Capon,Comparni,s901694@students.politu.it,1997-12-05,OS3785299
901695,Spartaco,Calabrese,Turritecava,s901695@students.politu.it,1997-12-06,AC34120593
901696,Remigio,Bianchi,Lone,s901696@students.politu.it,1997-12-06,SW96471209
901697,Luisella,Gallo,Negarine,s901697@students.politu.it,1997-12-06,HT67622869
901698,Nerea,Zetticci,San Frediano A Settimo,s901698@students.politu.it,1997-12-07,YA72443986
901699,Cristiana,Siciliani,Monterosso Al Mare,s901699@students.politu.it,1997-12-07,GH84098389
901700,Quintilia,Palermo,Ponte A Egola,s901700@students.politu.it,1997-12-08,VH98950663
901701,Geraldino,Lorenzo,Angolo Terme,s901701@students.politu.it,1997-12-09,ZX22477110
901702,Maia,Trentino,Oberin,s901702@students.politu.it,1997-12-10,HL46088387
901703,Vito,Pisani,Prepo,s901703@students.politu.it,1997-12-11,WN67766292
901704,Cora,Onio,Custoza,s901704@students.politu.it,1997-12-15,YF32541968
901705,Davide,Udinese,Santa Lucia Di Budoia,s901705@students.politu.it,1997-12-16,KW56390417
901706,Consuelo,Beneventi,Talamone,s901706@students.politu.it,1997-12-17,WI78785147
901707,Giusy,Loggia,Lovadina,s901707@students.politu.it,1997-12-17,TA20202710
901708,Marilena,Romani,Barbasso,s901708@students.politu.it,1997-12-18,JJ68833917
901709,Elvia,Onio,Vigonovo,s901709@students.politu.it,1997-12-20,OG74376924
901710,Clio,Endrizzi,Messina,s901710@students.politu.it,1997-12-20,UF54954002
901711,Sabina ,Folliero,Piediripa,s901711@students.politu.it,1997-12-23,NU75383796
901712,Imelda,Gallo,Rometta,s901712@students.politu.it,1997-12-23,UV69267534
901713,Aladino,Russo,Dogliola,s901713@students.politu.it,1997-12-25,KY78114411
901714,Gherardo,Greece,Pignataro Maggiore,s901714@students.politu.it,1997-12-25,ZE64631929
901715,Italo,Genovese,Olevano Di Lomellina,s901715@students.politu.it,1997-12-26,WW84064352
901716,Daniela,Trentini,Penzale,s901716@students.politu.it,1997-12-26,IX92227217
901717,Medoro,Dellucci,Venagrande,s901717@students.politu.it,1997-12-28,JJ0609331
901718,Patrizio,Palerma,Preci,s901718@students.politu.it,1997-12-29,PJ42786716
901719,Abela,Padovano,Borgo Macchia,s901719@students.politu.it,1997-12-30,IY34473236
901720,Adone,Udinesi,Giulianova Spiaggia,s901720@students.politu.it,1997-12-31,TB91058505
901721,Galileo,Pinto,Pozzo D'Adda,s901721@students.politu.it,1998-01-01,QQ35669493
901722,Quirico,Pisani,Ranzanico,s901722@students.politu.it,1998-01-03,OP72364417
901723,Flavia,Longo,Albosaggia,s901723@students.politu.it,1998-01-05,ES93893996
901724,Novella,Genovese,Benevello,s901724@students.politu.it,1998-01-05,RV28594524
901725,Tamara,Loggia,Challand Saint Victor,s901725@students.politu.it,1998-01-06,DK85351071
901726,Amalio,Li Fonti,Igea Marina,s901726@students.politu.it,1998-01-09,MG56347686
901727,Assunta,Napolitani,Civitavecchia,s901727@students.politu.it,1998-01-09,OF78491180
901728,Romeo,Ricci,Cetona,s901728@students.politu.it,1998-01-10,VC98533695
901729,Barbara,Li Fonti,Tiarno Di Sopra,s901729@students.politu.it,1998-01-12,JK42416270
901730,Irmina,Siciliano,Podresca,s901730@students.politu.it,1998-01-12,BP60850137
901731,Agostino,Sabbatini,Cassinelle,s901731@students.politu.it,1998-01-14,IJ23193120
901732,Simona,Trevisani,Frassinelle Polesine,s901732@students.politu.it,1998-01-15,FV42491716
901733,Quartilla ,Pinto,Quingentole,s901733@students.politu.it,1998-01-15,QG84694594
901734,Fantino,Napolitano,Bagnolo Mella,s901734@students.politu.it,1998-01-16,KQ91891554
901735,Azzurra,De Luca,Colledimacine,s901735@students.politu.it,1998-01-16,YY26025198
901736,Fioretta,Piccio,Paola,s901736@students.politu.it,1998-01-17,SU11964736
901737,Eugenio,Mazzanti,Strada,s901737@students.politu.it,1998-01-18,UC14292162
901738,Giosuè,Capon,Rotonda,s901738@students.politu.it,1998-01-19,JN67762689
901739,Tecla,Boni,Simala,s901739@students.politu.it,1998-01-22,DU41200347
901740,Bellino,Zito,San Giorgio,s901740@students.politu.it,1998-01-26,QC70537271
901741,Nicla,Trentini,Segusino,s901741@students.politu.it,1998-01-27,NT74258917
901742,Efisio,Pisani,Palmi,s901742@students.politu.it,1998-01-27,IC20876059
901743,Samuele,Giordano,Pozzengo,s901743@students.politu.it,1998-01-27,CS72516957
901744,Aleardo,Padovesi,Dragonea,s901744@students.politu.it,1998-01-28,EB26742083
901745,Albertino,Trevisan,Striano,s901745@students.politu.it,1998-01-29,OM29128206
901746,Romeo,Piccio,Taurisano,s901746@students.politu.it,1998-01-29,RR27929644
901747,Raul,Padovesi,Pieve Di Controne,s901747@students.politu.it,1998-01-30,YO64462638
901748,Vittoria,Pinto,San Simone,s901748@students.politu.it,1998-01-31,IX35261053
901749,Geronimo,Siciliano,Borore,s901749@students.politu.it,1998-02-01,JQ17321035
901750,Casimiro,Costa,Muraglia,s901750@students.politu.it,1998-02-03,ME66243160
901751,Dolcelino,DeRose,San Nicola Di Caulonia,s901751@students.politu.it,1998-02-03,MV16598605
901752,Annibale,Zito,Borgo Sassoferrato,s901752@students.politu.it,1998-02-03,YD0341813
901753,Donato,Dellucci,Selci Sabino,s901753@students.politu.it,1998-02-04,KL78177878
901754,Ariosto,Rossi,Recoaro Terme,s901754@students.politu.it,1998-02-05,CJ21831019
901755,Saverio,Toscani,Le Forna,s901755@students.politu.it,1998-02-06,SE37746099
901756,Marta,Costa,Palata Pepoli,s901756@students.politu.it,1998-02-08,CF17985738
901757,Natalino,Panicucci,Motticella,s901757@students.politu.it,1998-02-12,CD48081213
901758,Berta,Mancini,Cinisello Balsamo,s901758@students.politu.it,1998-02-12,RN37975801
901759,Azeglio,Schiavone,Campo Di Trens,s901759@students.politu.it,1998-02-14,IW38709681
901760,Raniero,Napolitani,Le Badie,s901760@students.politu.it,1998-02-15,QD91416902
901761,Cornelio,Ricci,Stilo,s901761@students.politu.it,1998-02-19,TY21631557
901762,Benito,Lori,Roma,s901762@students.politu.it,1998-02-20,OC50721312
901763,Clio,Pinto,Tiarno Di Sopra,s901763@students.politu.it,1998-02-20,CL46294400
901764,Innocenzo,Lombardo,Cafaggio,s901764@students.politu.it,1998-02-21,DG97490999
901765,Lionello,Genovese,Prunella,s901765@students.politu.it,1998-02-21,DP41719805
901766,Ortensio,Longo,Rifiano,s901766@students.politu.it,1998-02-21,JR40556052
901767,Demetrio,Li Fonti,Vestea,s901767@students.politu.it,1998-02-24,QV1984441
901768,Delmina,Padovano,Zignago,s901768@students.politu.it,1998-02-28,SY30754455
901769,Armida,Pagnotto,Gignod,s901769@students.politu.it,1998-03-01,BK33781698
901770,Corrado,Lucchesi,Tufo Di Carsoli,s901770@students.politu.it,1998-03-01,UY55378213
901771,Valter,Napolitani,Verduno,s901771@students.politu.it,1998-03-01,JT1419259
901772,Nicola,Bianchi,Castelcavallino,s901772@students.politu.it,1998-03-01,BN58550722
901773,Pantaleone,Iadanza,Marina Di Massa,s901773@students.politu.it,1998-03-02,BQ5537389
901774,Quintilia,Manfrin,Collescipoli,s901774@students.politu.it,1998-03-03,DE72668599
901775,Tolomeo,Mancini,Nulvi,s901775@students.politu.it,1998-03-06,RS39933036
901776,Maurilio,Calabresi,Tiggiano,s901776@students.politu.it,1998-03-06,DQ59446757
901777,Mafalda,Zetticci,Scandolara Ravara,s901777@students.politu.it,1998-03-11,VU19128702
901778,Violanda,Genovesi,Lunamatrona,s901778@students.politu.it,1998-03-15,ZX83477079
901779,Dina,Russo,Borgo Sabotino,s901779@students.politu.it,1998-03-19,DO47418439
901780,Clemente,Fallaci,Rivalta Scrivia,s901780@students.politu.it,1998-03-23,KN90903607
901781,Baldo,Sagese,Oris,s901781@students.politu.it,1998-03-25,XV17969036
901782,Gerardina,Pisani,Casarza Ligure,s901782@students.politu.it,1998-03-25,EI76104164
901783,Salvatore,Bergamaschi,Vistarino,s901783@students.politu.it,1998-03-30,KK41199559
901784,Ester,Giordano,Lioni,s901784@students.politu.it,1998-03-30,MO67475266
901785,Oliviero,Angelo,Vedegheto,s901785@students.politu.it,1998-04-04,GC56566003
901786,Marilena,DeRose,Borgo San Siro,s901786@students.politu.it,1998-04-04,MP75125865
901787,Giraldo,Siciliano,Pian Di Pieca,s901787@students.politu.it,1998-04-05,MS17961745
901788,Leila,Mancini,Deposito Di Luzzi,s901788@students.politu.it,1998-04-05,VW83650536
901789,Alfredino,Bruno,Corigliano Calabro,s901789@students.politu.it,1998-04-06,FP13072849
901790,Clorinda,Padovesi,Nervesa Della Battaglia,s901790@students.politu.it,1998-04-06,EI83012919
901791,Antonella,Esposito,Livorno,s901791@students.politu.it,1998-04-08,EP6514844
901792,Piera,Moretti,Rotello,s901792@students.politu.it,1998-04-10,JB58221381
901793,Giancarlo,Baresi,Marmentino,s901793@students.politu.it,1998-04-10,JT2420717
901794,Giovanna,Lori,Firenze,s901794@students.politu.it,1998-04-14,GS98596882
901795,Ivo,Pugliesi,Nasca,s901795@students.politu.it,1998-04-15,JJ25857700
901796,Livia,Beneventi,Sesso,s901796@students.politu.it,1998-04-16,QM59266334
901797,Tolomeo,Mazzi,Sibari Stazione,s901797@students.politu.it,1998-04-21,QW72238468
901798,Rosa,Rossi,Cancello Ed Arnone,s901798@students.politu.it,1998-04-23,SZ13518121
901799,Narciso,Milani,Iggio,s901799@students.politu.it,1998-04-24,LG54876583
901800,Venera,Buccho,Villalba,s901800@students.politu.it,1998-04-25,LU75889872
901801,Jolanda ,Colombo,Bozen,s901801@students.politu.it,1998-04-26,EN78191997
901802,Bianca,Capon,Maranzana,s901802@students.politu.it,1998-04-27,UM73951025
901803,Dorotea,Davide,Campomarino,s901803@students.politu.it,1998-04-27,XR99627995
901804,Generoso,Barese,Anzi,s901804@students.politu.it,1998-04-28,KJ41154831
901805,Christian,Cremonesi,Lagaro,s901805@students.politu.it,1998-04-30,RX17584575
901806,Cesio,Siciliani,Ranica,s901806@students.politu.it,1998-05-02,YI10468707
901807,Adalgisio,Monaldo,Ponzone,s901807@students.politu.it,1998-05-03,JE26817573
901808,Tranquillina,Trevisano,Belmonte Piceno,s901808@students.politu.it,1998-05-03,NS27328339
901809,Erminio,Endrizzi,Castro,s901809@students.politu.it,1998-05-05,YD75851275
901810,Ilaria,Romani,Cervara,s901810@students.politu.it,1998-05-05,AZ2628259
901811,Macaria ,DeRose,Valera Fratta,s901811@students.politu.it,1998-05-07,JS96575008
901812,Raimondo,Trentini,Molina Di Fiemme,s901812@students.politu.it,1998-05-07,JX41867203
901813,Brancaleone,Li Fonti,Tavernelle Emilia,s901813@students.politu.it,1998-05-08,MU87550025
901814,Manlio,Cocci,Gibellina,s901814@students.politu.it,1998-05-12,RY80897265
901815,Romano,Boni,Castroreale,s901815@students.politu.it,1998-05-13,YS65983180
901816,Giacinto,Trevisano,San Morello,s901816@students.politu.it,1998-05-14,CI55687008
901817,Serafino,Trevisan,Sala Comacina,s901817@students.politu.it,1998-05-14,BY36277478
901818,Alessandra,Calabresi,Cesaro,s901818@students.politu.it,1998-05-15,XU28866256
901819,Giorgio,Lucciano,Marano Marchesato,s901819@students.politu.it,1998-05-15,TU62111870
901820,Mariano,Gallo,Inzago,s901820@students.politu.it,1998-05-16,IA52124695
901821,Lucrezia,Sal,Cirie,s901821@students.politu.it,1998-05-16,ZN15375885
901822,Romilda,Esposito,Cassina Savina,s901822@students.politu.it,1998-05-19,ND30918134
901823,Blanda,Onio,Coperchia,s901823@students.politu.it,1998-05-19,LG96293622
901824,Augusto,Pisano,Monte San Vito,s901824@students.politu.it,1998-05-19,MU37798458
901825,Editta,Trentino,Bosaro,s901825@students.politu.it,1998-05-20,JF6844153
901826,Fernando,Colombo,Rizzolo,s901826@students.politu.it,1998-05-20,HR84340584
901827,Fabio,Trevisani,Porto Maurizio,s901827@students.politu.it,1998-05-21,LW54996415
901828,Azzurra,Piazza,San Paolo Cervo,s901828@students.politu.it,1998-05-22,WX29749276
901829,Amedeo,Gallo,Meran,s901829@students.politu.it,1998-05-22,BM31434423
901830,Ambra,Genovese,Oglianico,s901830@students.politu.it,1998-05-22,ON43958288
901831,Alfio,Conti,Ballino,s901831@students.politu.it,1998-05-22,YY83804281
901832,Palmiro,Conti,Nule,s901832@students.politu.it,1998-05-23,CY21740533
901833,Martina,Moretti,Soprabolzano,s901833@students.politu.it,1998-05-24,ZE75251215
901834,Federico,Genovese,Secchiano Marecchia,s901834@students.politu.it,1998-05-25,HI54395715
901835,Vittorio,Russo,Montevaccino,s901835@students.politu.it,1998-05-25,SW29348153
901836,Federica,Trevisano,Lentiai,s901836@students.politu.it,1998-05-27,QU42878986
901837,Geronima,Sal,Cornaiano,s901837@students.politu.it,1998-05-28,MO27002373
901838,Lioba,Romani,Montalbano,s901838@students.politu.it,1998-05-30,RN34652007
901839,Scolastica,Rossi,Orbignano,s901839@students.politu.it,1998-06-02,HK70167935
901840,Vanna,Pisani,Senorbi,s901840@students.politu.it,1998-06-02,YV34781153
901841,Eliano,Marchesi,Montecreto,s901841@students.politu.it,1998-06-03,YM15666660
901842,Candido,Arcuri,Tufo Di Minturno,s901842@students.politu.it,1998-06-04,TR13607613
901843,Elia,Marcelo,Monte Donato,s901843@students.politu.it,1998-06-06,OC41888896
901844,Terenzio,Schiavone,Orio Canavese,s901844@students.politu.it,1998-06-08,YF6556162
901845,Luce,Costa,Vicovaro,s901845@students.politu.it,1998-06-08,QX8336366
901846,Arianna,Padovano,Tamarispa,s901846@students.politu.it,1998-06-12,NV65753176
901847,Muzio,Manna,Pila,s901847@students.politu.it,1998-06-13,IO50006498
901848,Adele,Cocci,Mombercelli,s901848@students.politu.it,1998-06-14,ZW24703185
901849,Saverio,Li Fonti,Roccaforte Del Greco,s901849@students.politu.it,1998-06-14,SO59494964
901850,Crescenzo,Palermo,Iggio,s901850@students.politu.it,1998-06-15,WB30836108
901851,Benilde,Manna,Crastu,s901851@students.politu.it,1998-06-15,JU80237475
901852,Delmo,Fanucci,Serdiana,s901852@students.politu.it,1998-06-16,OD22398349
901853,Abbondanzio,Siciliani,Merate,s901853@students.politu.it,1998-06-18,IM89198058
901854,Callimaco,Angelo,Buccheri,s901854@students.politu.it,1998-06-19,MQ7892134
901855,Paciano,Rossi,Firenze,s901855@students.politu.it,1998-06-21,DE41026626
901856,Monica,Schiavone,San Nicolo' L'Arena,s901856@students.politu.it,1998-06-21,YS38829377
901857,Cassio,Pugliesi,Bergamo,s901857@students.politu.it,1998-06-22,BI40894523
901858,Itala,Milani,Gazzaniga,s901858@students.politu.it,1998-06-22,RJ7246057
901859,Furio,Lucciano,Volterra,s901859@students.politu.it,1998-06-23,OG49197772
901860,Pietro,Zito,Carseggio,s901860@students.politu.it,1998-06-24,YF1665036
901861,Agenore,Longo,Spresiano,s901861@students.politu.it,1998-06-24,PE90948359
901862,Efisio,Padovesi,Caccamo,s901862@students.politu.it,1998-06-24,XR64031913
901863,Dora,Lettiere,Pergola,s901863@students.politu.it,1998-06-25,YQ54143506
901864,Nicoletta,Dellucci,Assisi,s901864@students.politu.it,1998-06-28,MG74626131
901865,Fedele,Lucchese,San Michele,s901865@students.politu.it,1998-06-29,AA68229389
901866,Alvisa,Manfrin,Lavagna,s901866@students.politu.it,1998-07-01,CP35441074
901867,Quintino,Nucci,Pienza,s901867@students.politu.it,1998-07-02,JQ40200978
901868,Callimaco,Lo Duca,Lavarone Cappella,s901868@students.politu.it,1998-07-02,NR72391275
901869,Nunzio,Toscani,Terranova Dei Passerini,s901869@students.politu.it,1998-07-03,RI49553347
901870,Dalila,Pagnotto,Santuario Tinella,s901870@students.politu.it,1998-07-03,DX21800804
901871,Aida,Trevisani,Paderno D'Adda,s901871@students.politu.it,1998-07-05,UZ48489708
901872,Raniero,Toscano,Putzu Idu,s901872@students.politu.it,1998-07-07,WE44715798
901873,Venera,Lori,Calcata,s901873@students.politu.it,1998-07-08,JL21142165
901874,Romano,Romani,Valsinni,s901874@students.politu.it,1998-07-09,BV69777623
901875,Pantaleone,Barese,Villalfonsina,s901875@students.politu.it,1998-07-11,SE37117584
901876,Adriano,Udinese,Venusio,s901876@students.politu.it,1998-07-12,BO96426939
901877,Margherita,Fanucci,Sporminore,s901877@students.politu.it,1998-07-13,CI61875931
901878,Geronima,Greece,Santa Margherita Staffora,s901878@students.politu.it,1998-07-13,KE95675413
901879,Iva,Napolitani,Bersone,s901879@students.politu.it,1998-07-13,MF65241394
901880,Lilla,Castiglione,Mercatello Di Salerno,s901880@students.politu.it,1998-07-13,GC13660204
901881,Vincenza,Sagese,Torano Castello,s901881@students.politu.it,1998-07-18,GM53701802
901882,Cristian,Sagese,La Maddalena,s901882@students.politu.it,1998-07-21,LY80385978
901883,Pasqualina,Schiavone,Voltaggio,s901883@students.politu.it,1998-07-25,WG9232008
901884,Dionisio,Giordano,Ospitale Nel Frignano,s901884@students.politu.it,1998-07-26,EV65973291
901885,Proserpina,Conti,Vinco,s901885@students.politu.it,1998-07-27,QY12985706
901886,Delfina,Pugliesi,Benedello,s901886@students.politu.it,1998-07-28,CE41218444
901887,Macario,Barese,Pontestura,s901887@students.politu.it,1998-07-29,ZO39283798
901888,Augusta,Lucciano,Piegaio,s901888@students.politu.it,1998-07-29,JP57515827
901889,Miriam,Loggia,Montanaso Lombardo,s901889@students.politu.it,1998-07-30,ZI55914654
901890,Isacco,Dellucci,Voldomino,s901890@students.politu.it,1998-07-30,BM88761684
901891,Deborah,Loggia,Case San Martino,s901891@students.politu.it,1998-07-30,RS72862216
901892,Albano,Bellucci,Barritteri,s901892@students.politu.it,1998-07-30,ZO92306019
901893,Samuele,Siciliani,Grimacco,s901893@students.politu.it,1998-07-31,SA38073510
901894,Vinicio,Fallaci,Monticello Conte Otto,s901894@students.politu.it,1998-07-31,EW20943275
901895,Patrizio,De Luca,Vaiano,s901895@students.politu.it,1998-08-03,NV28897829
901896,Ernesto,Lorenzo,San Leonardo,s901896@students.politu.it,1998-08-06,JO72311139
901897,Isaia,Costa,Sarnico,s901897@students.politu.it,1998-08-07,NW62483817
901898,Mara,Palerma,Cartabbia,s901898@students.politu.it,1998-08-10,LW69280260
901899,Adelfina,Lo Duca,Gazzada,s901899@students.politu.it,1998-08-11,NH59109406
901900,Luigina,Schiavone,Gressan,s901900@students.politu.it,1998-08-12,BN72897142
901901,Flavia,Piazza,Tavazzano Con Villavesco,s901901@students.politu.it,1998-08-14,XR65953162
901902,Proserpina,Fallaci,S'Arridellu,s901902@students.politu.it,1998-08-16,DW76478283
901903,Ausonia,Lucchesi,Godiasco,s901903@students.politu.it,1998-08-17,LA19268993
901904,Isacco,Lucchese,Scena,s901904@students.politu.it,1998-08-19,WZ48151079
901905,Rosetta,Milano,Mercato San Severino,s901905@students.politu.it,1998-08-22,TG77774328
901906,Cipriano,Lori,Corsano,s901906@students.politu.it,1998-08-23,EX90413007
901907,Placido,Ricci,Cuggiono,s901907@students.politu.it,1998-08-28,GS62891912
